Year,State,Revenue,Sales,Number of Customers,Price,Sector
2013,US,137188490,1337078777,17679562,10.26,Commercial
2012,AK,429152,2875038,48790,14.93,Commercial
2012,AL,2318146,21799181,357395,10.63,Commercial
2012,AR,933567,12102048,181823,7.71,Commercial
2012,AZ,2829551,29692256,305250,9.53,Commercial
2012,CA,16327164,121791536,1834779,13.41,Commercial
2012,CO,1878364,19997226,348752,9.39,Commercial
2012,CT,1901294,12976050,150435,14.65,Commercial
2012,DC,1047560,8713337,26547,12.02,Commercial
2012,DE,429799,4243028,51056,10.13,Commercial
2012,FL,8894821,92037801,1160572,9.66,Commercial
2012,GA,4400045,45937150,547610,9.58,Commercial
2012,HI,1129545,3238180,60109,34.88,Commercial
2012,IA,977690,12209804,221154,8.01,Commercial
2012,ID,410328,5978118,102319,6.86,Commercial
2012,IL,4058476,50807913,590142,7.99,Commercial
2012,IN,2195779,24022068,344453,9.14,Commercial
2012,KS,1427425,15455686,223822,9.24,Commercial
2012,KY,1637229,18755918,298211,8.73,Commercial
2012,LA,1879856,24244733,279613,7.75,Commercial
2012,MA,2453106,17722811,389272,13.84,Commercial
2012,MD,3141296,30107526,246868,10.43,Commercial
2012,ME,467228,4053188,89048,11.53,Commercial
2012,MI,4211356,38514266,521091,10.93,Commercial
2012,MN,1988679,22495804,278466,8.84,Commercial
2012,MO,2499371,30482745,373022,8.2,Commercial
2012,MS,1266977,13584638,227384,9.33,Commercial
2012,MT,448886,4917509,101530,9.13,Commercial
2012,NC,4029839,46510125,652401,8.66,Commercial
2012,ND,409867,5108616,63160,8.02,Commercial
2012,NE,773868,9232889,147463,8.38,Commercial
2012,NH,598371,4478420,104978,13.36,Commercial
2012,NJ,4898822,38340478,489943,12.78,Commercial
2012,NM,854645,9165533,137413,9.32,Commercial
2012,NV,822471,9314611,155927,8.83,Commercial
2012,NY,11445525,76017962,1038268,15.06,Commercial
2012,OH,4428644,46755882,613259,9.47,Commercial
2012,OK,1461115,19961143,268014,7.32,Commercial
2012,OR,1313512,15803814,237780,8.31,Commercial
2012,PA,4050398,42919768,687750,9.44,Commercial
2012,RI,431952,3639866,57824,11.87,Commercial
2012,SC,2045995,21250734,342761,9.63,Commercial
2012,SD,368926,4556608,68880,8.1,Commercial
2012,TN,2901670,28150141,466513,10.31,Commercial
2012,TX,10856843,133104994,1355155,8.16,Commercial
2012,UT,870218,10802800,115880,8.06,Commercial
2012,VA,3777882,46756658,419052,8.08,Commercial
2012,VT,285449,1993892,51216,14.32,Commercial
2012,WA,2244298,29239604,356028,7.68,Commercial
2012,WI,2441891,23232827,341896,10.51,Commercial
2012,WV,653726,7762823,138687,8.42,Commercial
2012,WY,349824,4245450,59268,8.24,Commercial
2012,US,133898441,1327101196,17729029,10.09,Commercial
2011,AK,430938,2854410,48503,15.1,Commercial
2011,AL,2331377,22257127,356074,10.47,Commercial
2011,AR,911067,12146130,180291,7.5,Commercial
2011,AZ,2802810,29512330,305340,9.5,Commercial
2011,CA,16018054,122780917,1818049,13.05,Commercial
2011,CO,1877996,19889231,347903,9.44,Commercial
2011,CT,2037918,13087010,150087,15.57,Commercial
2011,DC,1157023,8965834,26496,12.9,Commercial
2011,DE,453159,4259842,50369,10.64,Commercial
2011,FL,9039755,91778108,1139656,9.85,Commercial
2011,GA,4631317,46930109,548674,9.87,Commercial
2011,HI,1090424,3368131,60043,32.37,Commercial
2011,IA,949311,12087902,219229,7.85,Commercial
2011,ID,382926,5969462,101424,6.41,Commercial
2011,IL,4361216,50468038,587337,8.64,Commercial
2011,IN,2115538,24111250,343626,8.77,Commercial
2011,KS,1370351,15609278,221844,8.78,Commercial
2011,KY,1589301,18721081,294450,8.49,Commercial
2011,LA,2050406,24280780,277004,8.44,Commercial
2011,MA,2546764,17766602,389864,14.33,Commercial
2011,MD,3467869,30749605,245003,11.28,Commercial
2011,ME,493871,4018070,88791,12.29,Commercial
2011,MI,3988981,38612718,521322,10.33,Commercial
2011,MN,1929925,22371109,276286,8.63,Commercial
2011,MO,2490868,30962081,370920,8.04,Commercial
2011,MS,1302168,13737924,226136,9.48,Commercial
2011,MT,445957,4892271,101512,9.12,Commercial
2011,NC,3779923,46467228,644926,8.13,Commercial
2011,ND,370084,4866230,60017,7.61,Commercial
2011,NE,729849,9139410,148927,7.99,Commercial
2011,NH,628829,4478106,104610,14.04,Commercial
2011,NJ,5267798,39117745,481663,13.47,Commercial
2011,NM,840053,9257633,136678,9.07,Commercial
2011,NV,814444,8995162,155395,9.05,Commercial
2011,NY,12079373,76405800,1035992,15.81,Commercial
2011,OH,4534851,47111763,611235,9.63,Commercial
2011,OK,1489888,19612922,264782,7.6,Commercial
2011,OR,1284342,15754249,238908,8.15,Commercial
2011,PA,4365429,43535836,684757,10.03,Commercial
2011,RI,452707,3660143,57409,12.37,Commercial
2011,SC,2007503,21592794,340193,9.3,Commercial
2011,SD,344870,4446864,68775,7.76,Commercial
2011,TN,2980031,29025334,463992,10.27,Commercial
2011,TX,11315395,128213690,1363629,8.83,Commercial
2011,UT,775447,10544326,122363,7.35,Commercial
2011,VA,3742884,47051425,414137,7.95,Commercial
2011,VT,281101,2008547,50796,14,Commercial
2011,WA,2203291,29408904,354185,7.49,Commercial
2011,WI,2403002,23054970,340623,10.42,Commercial
2011,WV,632491,7767926,137965,8.14,Commercial
2011,WY,335841,4353082,59872,7.72,Commercial
2011,US,135926713,1328057439,17638062,10.24,Commercial
2010,AK,394632,2829738,47844,13.95,Commercial
2010,AL,2339092,22983768,356296,10.18,Commercial
2010,AR,890628,12188205,178962,7.31,Commercial
2010,AZ,2741684,28942918,300507,9.47,Commercial
2010,CA,15863515,121151697,1814634,13.09,Commercial
2010,CO,1790037,19597222,350073,9.13,Commercial
2010,CT,2208560,13427698,153847,16.45,Commercial
2010,DC,1236304,9209486,26449,13.42,Commercial
2010,DE,490773,4320020,49986,11.36,Commercial
2010,FL,8941651,91614093,1127138,9.76,Commercial
2010,GA,4338100,47897477,546011,9.06,Commercial
2010,HI,869792,3354523,60479,25.93,Commercial
2010,IA,951526,12025276,217704,7.91,Commercial
2010,ID,389390,5864885,101268,6.64,Commercial
2010,IL,4565265,51437414,578768,8.88,Commercial
2010,IN,2040756,24364616,341727,8.38,Commercial
2010,KS,1272739,15435825,220091,8.25,Commercial
2010,KY,1529639,19410547,297050,7.88,Commercial
2010,LA,2057616,24203161,274177,8.5,Commercial
2010,MA,2651047,18243198,379709,14.53,Commercial
2010,MD,3617033,30771317,244264,11.75,Commercial
2010,ME,513227,4100906,88266,12.52,Commercial
2010,MI,3740718,38123171,520233,9.81,Commercial
2010,MN,1887110,22515351,276463,8.38,Commercial
2010,MO,2358019,31430653,370955,7.5,Commercial
2010,MS,1285951,13804962,224517,9.32,Commercial
2010,MT,409363,4789182,101129,8.55,Commercial
2010,NC,3910578,47931940,644609,8.16,Commercial
2010,ND,340008,4714115,58568,7.21,Commercial
2010,NE,727801,9532438,154015,7.64,Commercial
2010,NH,635979,4462438,104612,14.25,Commercial
2010,NJ,5571154,40122547,478687,13.89,Commercial
2010,NM,772589,9015729,135580,8.57,Commercial
2010,NV,877691,8969727,154455,9.79,Commercial
2010,NY,12601107,77275676,1038260,16.31,Commercial
2010,OH,4528123,46525627,612974,9.73,Commercial
2010,OK,1415038,19005132,261932,7.45,Commercial
2010,OR,1173041,15453588,238450,7.59,Commercial
2010,PA,4783808,47366366,678774,10.1,Commercial
2010,RI,483825,3693289,56664,13.1,Commercial
2010,SC,1986442,22320133,340365,8.9,Commercial
2010,SD,329832,4367781,66278,7.55,Commercial
2010,TN,2838715,29399025,460404,9.66,Commercial
2010,TX,11163356,121467292,1459667,9.19,Commercial
2010,UT,741023,10367847,122340,7.15,Commercial
2010,VA,3676236,48036984,419950,7.65,Commercial
2010,VT,271532,2020937,50620,13.44,Commercial
2010,WA,2125160,28833281,353330,7.37,Commercial
2010,WI,2296381,23001117,338406,9.98,Commercial
2010,WV,610027,7961906,137209,7.66,Commercial
2010,WY,320135,4317140,59642,7.42,Commercial
2010,US,135553746,1330199364,17674338,10.19,Commercial
2021,AK,223588,1326779,1135,16.85,Industrial
2021,AL,2034105,32155730,7233,6.33,Industrial
2021,AR,1196803,18228014,36628,6.57,Industrial
2021,AZ,956213,14089072,7548,6.79,Industrial
2021,CA,7050423,47583329,149389,14.82,Industrial
2021,CO,1205161,15053158,15287,8.01,Industrial
2021,CT,269676,2799194,4049,9.63,Industrial
2021,DC,18839,239501,1,7.87,Industrial
2021,DE,160527,2113012,864,7.6,Industrial
2021,FL,1308516,17112564,23036,7.65,Industrial
2021,GA,2125605,32758986,24211,6.49,Industrial
2021,HI,902208,3326862,817,27.12,Industrial
2021,IA,1731614,26106417,9479,6.63,Industrial
2021,ID,599709,9384477,28974,6.39,Industrial
2021,IL,3027919,41498024,5456,7.3,Industrial
2021,IN,3199952,43329491,19066,7.39,Industrial
2021,KS,838799,11365925,23965,7.38,Industrial
2021,KY,1748373,29396679,5424,5.95,Industrial
2021,LA,2357221,37941990,19928,6.21,Industrial
2021,MA,963191,6345834,10907,15.18,Industrial
2021,MD,294409,3480392,8991,8.46,Industrial
2021,ME,245671,2573512,2498,9.55,Industrial
2021,MI,2082727,27081082,5706,7.69,Industrial
2021,MN,1759971,21227196,9130,8.29,Industrial
2021,MO,929932,13086588,9985,7.11,Industrial
2021,MS,938693,15769265,10795,5.95,Industrial
2021,MT,280444,4495983,11670,6.24,Industrial
2021,NC,1660482,27049367,9567,6.14,Industrial
2021,ND,822740,11166390,8980,7.37,Industrial
2021,NE,914411,12588380,63253,7.26,Industrial
2021,NH,266332,1928665,3180,13.81,Industrial
2021,NJ,705553,6593424,11503,10.7,Industrial
2021,NM,594168,9649559,9271,6.16,Industrial
2021,NV,743879,12359543,3303,6.02,Industrial
2021,NY,1071636,16891152,7313,6.34,Industrial
2021,OH,3246519,49529406,19556,6.55,Industrial
2021,OK,1143471,20779958,20174,5.5,Industrial
2021,OR,1034702,17318508,26447,5.97,Industrial
2021,PA,3268118,49999765,15006,6.54,Industrial
2021,RI,103366,643779,1650,16.06,Industrial
2021,SC,1656154,27292017,3652,6.07,Industrial
2021,SD,257176,3205738,4151,8.02,Industrial
2021,TN,1206803,21917298,1016,5.51,Industrial
2021,TX,8115251,132529561,293034,6.12,Industrial
2021,UT,586304,9471737,10180,6.19,Industrial
2021,VA,1279924,19712199,3687,6.49,Industrial
2021,VT,155980,1371096,248,11.38,Industrial
2021,WA,1245305,21436480,26243,5.81,Industrial
2021,WI,1777080,23295516,5665,7.63,Industrial
2021,WV,884516,14570979,11343,6.07,Industrial
2021,WY,644772,9443917,11618,6.83,Industrial
2021,US,71834926,1000613490,1022212,7.18,Industrial
2020,AK,207206,1304415,1129,15.88,Industrial
2020,AL,1806524,30756789,7240,5.87,Industrial
2020,AR,987435,16760182,35978,5.89,Industrial
2020,AZ,856644,14113139,7595,6.07,Industrial
2020,CA,6797215,47630882,148130,14.27,Industrial
2020,CO,1154897,15431465,15209,7.48,Industrial
2020,CT,373836,2860291,4130,13.07,Industrial
2020,DC,14881,186344,1,7.99,Industrial
2020,DE,137784,2055420,878,6.7,Industrial
2020,FL,1185729,16572954,22587,7.15,Industrial
2020,GA,1777389,30807724,23822,5.77,Industrial
2020,HI,797940,3263346,816,24.45,Industrial
2020,IA,1572418,24466641,9507,6.43,Industrial
2020,ID,571938,9180674,28759,6.23,Industrial
2020,IL,2703056,40362204,5561,6.7,Industrial
2020,IN,2949718,42262910,19383,6.98,Industrial
2020,KS,806298,11048183,23979,7.3,Industrial
2020,KY,1477126,27803946,5982,5.31,Industrial
2020,LA,1770445,36276417,19276,4.88,Industrial
2020,MA,902346,6220376,10877,14.51,Industrial
2020,MD,264111,3381895,8966,7.81,Industrial
2020,ME,232770,2625824,2681,8.86,Industrial
2020,MI,1858134,25654081,5580,7.24,Industrial
2020,MN,1501592,19571847,9042,7.67,Industrial
2020,MO,877402,12823832,10108,6.84,Industrial
2020,MS,862202,15302064,10343,5.63,Industrial
2020,MT,232985,4501861,11414,5.18,Industrial
2020,NC,1630155,25828233,9822,6.31,Industrial
2020,ND,735791,10131201,8933,7.26,Industrial
2020,NE,853740,11566353,62716,7.38,Industrial
2020,NH,245652,1873446,3180,13.11,Industrial
2020,NJ,674041,6735377,11629,10.01,Industrial
2020,NM,507044,9088192,9436,5.58,Industrial
2020,NV,669293,11924592,3316,5.61,Industrial
2020,NY,920958,16610457,7535,5.54,Industrial
2020,OH,2884078,46823365,19746,6.16,Industrial
2020,OK,938950,20367844,20468,4.61,Industrial
2020,OR,889561,15616782,26353,5.7,Industrial
2020,PA,2994347,48607303,15462,6.16,Industrial
2020,RI,100013,634692,1692,15.76,Industrial
2020,SC,1499264,25076787,3714,5.98,Industrial
2020,SD,228209,2929346,4109,7.79,Industrial
2020,TN,1089955,20438788,1015,5.33,Industrial
2020,TX,6341506,125107209,264126,5.07,Industrial
2020,UT,570991,9672119,11001,5.9,Industrial
2020,VA,1096748,17474236,3693,6.28,Industrial
2020,VT,153298,1368719,252,11.2,Industrial
2020,WA,1140241,22442186,26741,5.08,Industrial
2020,WI,1615656,22164389,5621,7.29,Industrial
2020,WV,867943,14243240,11444,6.09,Industrial
2020,WY,628104,9131466,11334,6.88,Industrial
2020,US,63955556,959082028,992311,6.67,Industrial
2019,AK,212081,1251751,1126,16.94,Industrial
2019,AL,1939949,32602996,7245,5.95,Industrial
2019,AR,1067717,17411611,34864,6.13,Industrial
2019,AZ,865241,13782704,7899,6.28,Industrial
2019,CA,6405718,47807729,147660,13.4,Industrial
2019,CO,1175300,15891020,14386,7.4,Industrial
2019,CT,412704,3071792,4204,13.44,Industrial
2019,DC,14774,179632,1,8.22,Industrial
2019,DE,157386,2043826,865,7.7,Industrial
2019,FL,1263326,16514482,23579,7.65,Industrial
2019,GA,1998924,32393384,23539,6.17,Industrial
2019,HI,936272,3635247,823,25.76,Industrial
2019,IA,1599654,24238717,8565,6.6,Industrial
2019,ID,538026,8847489,28493,6.08,Industrial
2019,IL,2821770,43250445,5737,6.52,Industrial
2019,IN,3334726,45316682,18805,7.36,Industrial
2019,KS,853134,11612642,24230,7.35,Industrial
2019,KY,1624405,29160796,6147,5.57,Industrial
2019,LA,1979112,37846317,19373,5.23,Industrial
2019,MA,935805,6341699,11020,14.76,Industrial
2019,MD,290022,3718412,8935,7.8,Industrial
2019,ME,257281,2789926,2893,9.22,Industrial
2019,MI,2114082,29886432,5726,7.07,Industrial
2019,MN,1636945,21748034,8998,7.53,Industrial
2019,MO,924819,13009718,10096,7.11,Industrial
2019,MS,936158,15994186,10379,5.85,Industrial
2019,MT,275675,5057088,11286,5.45,Industrial
2019,NC,1726559,27391009,9871,6.3,Industrial
2019,ND,746677,9398793,8803,7.94,Industrial
2019,NE,812630,10618560,62204,7.65,Industrial
2019,NH,251844,1923973,3193,13.09,Industrial
2019,NJ,710108,6990063,11781,10.16,Industrial
2019,NM,492124,8979712,9456,5.48,Industrial
2019,NV,762826,12425536,3265,6.14,Industrial
2019,NY,985033,17548457,7607,5.61,Industrial
2019,OH,3292193,50249178,19798,6.55,Industrial
2019,OK,1059116,20903983,19905,5.07,Industrial
2019,OR,858920,14668288,25169,5.86,Industrial
2019,PA,3230283,50422724,13788,6.41,Industrial
2019,RI,108412,695416,1758,15.59,Industrial
2019,SC,1643068,26877335,3703,6.11,Industrial
2019,SD,228300,2923865,4089,7.81,Industrial
2019,TN,1198249,21104523,1016,5.68,Industrial
2019,TX,7171361,131673922,232427,5.45,Industrial
2019,UT,567343,9490843,10343,5.98,Industrial
2019,VA,1206041,17598247,3723,6.85,Industrial
2019,VT,155930,1411655,242,11.05,Industrial
2019,WA,1209353,25171873,26829,4.8,Industrial
2019,WI,1727052,23614832,5522,7.31,Industrial
2019,WV,875173,14526664,11562,6.02,Industrial
2019,WY,695295,10338641,11294,6.73,Industrial
2019,US,68284892,1002352849,954222,6.81,Industrial
2018,AK,231156,1351503,1387,17.1,Industrial
2018,AL,2027558,33717004,7342,6.01,Industrial
2018,AR,1018825,18064787,36596,5.64,Industrial
2018,AZ,916272,13994441,7794,6.55,Industrial
2018,CA,6546363,49587913,148644,13.2,Industrial
2018,CO,1198532,16047258,15985,7.47,Industrial
2018,CT,441995,3209992,4308,13.77,Industrial
2018,DC,15982,192662,1,8.3,Industrial
2018,DE,187698,2360585,837,7.95,Industrial
2018,FL,1276341,16689129,21327,7.65,Industrial
2018,GA,1963178,32695791,23065,6,Industrial
2018,HI,937994,3593454,814,26.1,Industrial
2018,IA,1546011,23952635,7890,6.45,Industrial
2018,ID,575247,8889037,28418,6.47,Industrial
2018,IL,2998939,44114711,5717,6.8,Industrial
2018,IN,3343388,45293322,17763,7.38,Industrial
2018,KS,887449,11681037,24185,7.6,Industrial
2018,KY,1642598,28917429,6750,5.68,Industrial
2018,LA,2002500,37416715,19558,5.35,Industrial
2018,MA,997600,6699302,10503,14.89,Industrial
2018,MD,318402,3870188,8801,8.23,Industrial
2018,ME,282922,3035573,3064,9.32,Industrial
2018,MI,2187188,30806023,5972,7.1,Industrial
2018,MN,1688832,22446853,9066,7.52,Industrial
2018,MO,966201,13389587,8085,7.22,Industrial
2018,MS,993099,16549315,10988,6,Industrial
2018,MT,245120,4719928,9915,5.19,Industrial
2018,NC,1732371,27353560,10025,6.33,Industrial
2018,ND,694475,8700422,8985,7.98,Industrial
2018,NE,833976,10974088,61968,7.6,Industrial
2018,NH,263361,1962711,3176,13.42,Industrial
2018,NJ,741934,7369106,11877,10.07,Industrial
2018,NM,478397,8186897,9360,5.84,Industrial
2018,NV,744443,12198273,3446,6.1,Industrial
2018,NY,1087828,18076792,6884,6.02,Industrial
2018,OH,3591707,51235995,18715,7.01,Industrial
2018,OK,1027324,19229365,18700,5.34,Industrial
2018,OR,814163,13899298,24821,5.86,Industrial
2018,PA,3361585,49155499,11743,6.84,Industrial
2018,RI,113051,734618,1773,15.39,Industrial
2018,SC,1680837,27555886,4324,6.1,Industrial
2018,SD,228011,2935335,3923,7.77,Industrial
2018,TN,1227684,21598775,1010,5.68,Industrial
2018,TX,6654236,123438829,125714,5.39,Industrial
2018,UT,553971,9392709,9666,5.9,Industrial
2018,VA,1216724,17736936,3704,6.86,Industrial
2018,VT,150385,1411388,204,10.66,Industrial
2018,WA,1191154,25263272,27284,4.72,Industrial
2018,WI,1790668,24424585,5789,7.33,Industrial
2018,WV,907954,14192929,11515,6.4,Industrial
2018,WY,694804,10359111,10940,6.71,Industrial
2018,US,69218432,1000672553,840321,6.92,Industrial
2017,AK,232117,1420560,1374,16.34,Industrial
2017,AL,2052257,33316872,8047,6.16,Industrial
2017,AR,1041103,17146265,35595,6.07,Industrial
2017,AZ,884209,13706041,8133,6.45,Industrial
2017,CA,6189685,48627406,147754,12.73,Industrial
2017,CO,1163087,15501238,16228,7.5,Industrial
2017,CT,424986,3243615,4385,13.1,Industrial
2017,DC,14826,180183,1,8.23,Industrial
2017,DE,177390,2281337,854,7.78,Industrial
2017,FL,1299364,16601941,21289,7.83,Industrial
2017,GA,1921632,32250691,23108,5.96,Industrial
2017,HI,828074,3612890,782,22.92,Industrial
2017,IA,1431706,23065102,7747,6.21,Industrial
2017,ID,575797,8644888,28138,6.66,Industrial
2017,IL,2782185,42970694,5693,6.47,Industrial
2017,IN,3298049,43737384,17917,7.54,Industrial
2017,KS,870243,11535075,24322,7.54,Industrial
2017,KY,1626511,28459287,7010,5.72,Industrial
2017,LA,2035903,37160685,19611,5.48,Industrial
2017,MA,952295,6859215,10358,13.88,Industrial
2017,MD,317893,3797822,8754,8.37,Industrial
2017,ME,244676,2658353,3100,9.2,Industrial
2017,MI,2200758,30590574,6196,7.19,Industrial
2017,MN,1642588,22280917,8984,7.37,Industrial
2017,MO,968061,13210525,8191,7.33,Industrial
2017,MS,965966,16128614,11156,5.99,Industrial
2017,MT,236952,4514949,9893,5.25,Industrial
2017,NC,1699347,27393364,10045,6.2,Industrial
2017,ND,668782,8762211,8708,7.63,Industrial
2017,NE,873216,11397616,62066,7.66,Industrial
2017,NH,241347,1955926,3220,12.34,Industrial
2017,NJ,742874,7343012,11773,10.12,Industrial
2017,NM,475597,7728065,9395,6.15,Industrial
2017,NV,774689,12589549,3447,6.15,Industrial
2017,NY,1055297,17811455,6997,5.92,Industrial
2017,OH,3503104,50650671,18664,6.92,Industrial
2017,OK,984080,18155672,18782,5.42,Industrial
2017,OR,800856,13381811,24383,5.98,Industrial
2017,PA,3241741,47889117,22726,6.77,Industrial
2017,RI,105708,725767,1784,14.57,Industrial
2017,SC,1677448,27113704,4379,6.19,Industrial
2017,SD,230254,2938119,3892,7.84,Industrial
2017,TN,1412830,24220149,1167,5.83,Industrial
2017,TX,6424254,119970143,114857,5.35,Industrial
2017,UT,569088,9283036,9594,6.13,Industrial
2017,VA,1117710,17168820,3692,6.51,Industrial
2017,VT,145424,1423644,187,10.21,Industrial
2017,WA,1143982,24858604,27825,4.6,Industrial
2017,WI,1813523,24204631,5666,7.49,Industrial
2017,WV,902668,13586126,11529,6.64,Industrial
2017,WY,708573,10243610,10931,6.92,Industrial
2017,US,67690702,984297945,840329,6.88,Industrial
2016,AK,210807,1385311,1343,15.22,Industrial
2016,AL,1966223,32535121,7266,6.04,Industrial
2016,AR,986087,16226147,36428,6.08,Industrial
2016,AZ,908697,14975656,8130,6.07,Industrial
2016,CA,6076719,50979124,148549,11.92,Industrial
2016,CO,1109890,15103434,16245,7.35,Industrial
2016,CT,431744,3370068,4408,12.81,Industrial
2016,DC,16943,192454,1,8.8,Industrial
2016,DE,183385,2260101,873,8.11,Industrial
2016,FL,1288401,16758825,21162,7.69,Industrial
2016,GA,1884161,32290121,21774,5.84,Industrial
2016,HI,770337,3722380,801,20.69,Industrial
2016,IA,1333452,22046183,7724,6.05,Industrial
2016,ID,564023,8611810,27847,6.55,Industrial
2016,IL,2839682,43631754,6054,6.51,Industrial
2016,IN,3237626,46429174,18085,6.97,Industrial
2016,KS,854601,11413547,23729,7.49,Industrial
2016,KY,1600131,28234016,7308,5.67,Industrial
2016,LA,1822080,35894652,19231,5.08,Industrial
2016,MA,1004205,7507380,13675,13.38,Industrial
2016,MD,301389,3821476,8822,7.89,Industrial
2016,ME,257723,2876638,3028,8.96,Industrial
2016,MI,2137716,30934422,6191,6.91,Industrial
2016,MN,1564118,21216798,9000,7.37,Industrial
2016,MO,962263,13513245,10169,7.12,Industrial
2016,MS,931023,16068698,11214,5.79,Industrial
2016,MT,223302,4416418,9814,5.06,Industrial
2016,NC,1725487,27336887,10052,6.31,Industrial
2016,ND,593271,7432732,8634,7.98,Industrial
2016,NE,857693,11154176,61613,7.69,Industrial
2016,NH,246798,2000357,3250,12.34,Industrial
2016,NJ,741084,7293070,11929,10.16,Industrial
2016,NM,443256,7591160,9325,5.84,Industrial
2016,NV,794576,13515234,3654,5.88,Industrial
2016,NY,1067777,17709218,7646,6.03,Industrial
2016,OH,3508525,50290693,19095,6.98,Industrial
2016,OK,904809,18031136,19096,5.02,Industrial
2016,OR,768364,12691616,24628,6.05,Industrial
2016,PA,3262271,47127932,23372,6.92,Industrial
2016,RI,103047,764295,1821,13.48,Industrial
2016,SC,1625453,26686992,4062,6.09,Industrial
2016,SD,212936,2812753,3851,7.57,Industrial
2016,TN,1337298,23545648,1193,5.68,Industrial
2016,TX,6041600,113402713,105552,5.33,Industrial
2016,UT,581252,9186991,9570,6.33,Industrial
2016,VA,1156879,17648014,3708,6.56,Industrial
2016,VT,147875,1446003,230,10.23,Industrial
2016,WA,1138532,25678420,29012,4.43,Industrial
2016,WI,1801630,24037811,5537,7.5,Industrial
2016,WV,845770,12874895,11704,6.57,Industrial
2016,WY,695166,10041482,10654,6.92,Industrial
2016,US,66068075,976715181,838059,6.76,Industrial
2015,AK,196314,1351529,1299,14.53,Industrial
2015,AL,2021316,33499182,7254,6.03,Industrial
2015,AR,998757,16038092,35868,6.23,Industrial
2015,AZ,932651,14891564,7759,6.26,Industrial
2015,CA,6394328,52562210,148069,12.17,Industrial
2015,CO,1129021,15258761,16229,7.4,Industrial
2015,CT,444588,3432002,4458,12.95,Industrial
2015,DC,20928,238232,1,8.78,Industrial
2015,DE,201235,2430122,858,8.28,Industrial
2015,FL,1388136,16897415,19457,8.22,Industrial
2015,GA,1887035,32134396,20685,5.87,Industrial
2015,HI,852083,3695554,740,23.06,Industrial
2015,IA,1255122,21289184,7645,5.9,Industrial
2015,ID,576477,8740479,27531,6.6,Industrial
2015,IL,2875406,43130671,5997,6.67,Industrial
2015,IN,3294957,48030120,18213,6.86,Industrial
2015,KS,854187,11227106,24155,7.61,Industrial
2015,KY,1660850,30281328,7392,5.48,Industrial
2015,LA,1900895,35123169,19646,5.41,Industrial
2015,MA,1068927,7892165,14100,13.54,Industrial
2015,MD,331187,3883315,8821,8.53,Industrial
2015,ME,290360,3208045,2993,9.05,Industrial
2015,MI,2154662,30677019,6041,7.02,Industrial
2015,MN,1506272,21453040,9812,7.02,Industrial
2015,MO,1096388,17036256,10218,6.44,Industrial
2015,MS,1032686,15738746,10860,6.56,Industrial
2015,MT,238769,4487603,9710,5.32,Industrial
2015,NC,1804121,27701168,10284,6.51,Industrial
2015,ND,563700,6987538,8158,8.07,Industrial
2015,NE,808820,10655107,60556,7.59,Industrial
2015,NH,252331,1981028,3277,12.74,Industrial
2015,NJ,778985,7320398,12191,10.64,Industrial
2015,NM,479753,7574783,9348,6.33,Industrial
2015,NV,948626,14058811,3682,6.75,Industrial
2015,NY,1140573,18079200,7630,6.31,Industrial
2015,OH,3548736,50556675,19151,7.02,Industrial
2015,OK,964329,18029456,18688,5.35,Industrial
2015,OR,773009,12949776,25242,5.97,Industrial
2015,PA,3411815,47404272,23731,7.2,Industrial
2015,RI,109866,798532,1853,13.76,Industrial
2015,SC,1774038,29342051,4290,6.05,Industrial
2015,SD,204932,2782017,3748,7.37,Industrial
2015,TN,1418464,22983145,1245,6.17,Industrial
2015,TX,6161020,110182265,105936,5.59,Industrial
2015,UT,580074,9404984,9570,6.17,Industrial
2015,VA,1218736,17537165,3714,6.95,Industrial
2015,VT,146022,1421601,231,10.27,Industrial
2015,WA,1164912,26772299,29163,4.35,Industrial
2015,WI,1816081,23969851,5529,7.58,Industrial
2015,WV,795823,13064835,11949,6.09,Industrial
2015,WY,697582,10323470,10559,6.76,Industrial
2015,US,68165883,986507732,835536,6.91,Industrial
2014,AK,212988,1359680,1287,15.66,Industrial
2014,AL,2130887,34634820,7236,6.15,Industrial
2014,AR,1002428,16650718,35685,6.02,Industrial
2014,AZ,947683,14661727,7710,6.46,Industrial
2014,CA,6525678,52898430,146944,12.34,Industrial
2014,CO,1129370,15110188,19234,7.47,Industrial
2014,CT,453957,3514798,4648,12.92,Industrial
2014,DC,20367,242149,1,8.41,Industrial
2014,DE,214197,2496338,862,8.58,Industrial
2014,FL,1306052,16522425,18779,7.9,Industrial
2014,GA,2115659,31849136,20300,6.64,Industrial
2014,HI,1114946,3689784,716,30.22,Industrial
2014,IA,1166905,20436173,7399,5.71,Industrial
2014,ID,573888,8970460,27127,6.4,Industrial
2014,IL,3037246,44329683,6098,6.85,Industrial
2014,IN,3419485,49088427,18106,6.97,Industrial
2014,KS,896511,11493909,26787,7.8,Industrial
2014,KY,1832517,32282616,7376,5.68,Industrial
2014,LA,2099881,34723345,19553,6.05,Industrial
2014,MA,1014262,7960941,14896,12.74,Industrial
2014,MD,347692,3847954,8780,9.04,Industrial
2014,ME,300412,3357486,3023,8.95,Industrial
2014,MI,2491113,32445935,13289,7.68,Industrial
2014,MN,1551691,23076348,9898,6.72,Industrial
2014,MO,1106218,17398747,10282,6.36,Industrial
2014,MS,1077019,16311951,10922,6.6,Industrial
2014,MT,232314,4229989,9597,5.49,Industrial
